Product,Season,Location,Price (₹)
Cheese,Monsoon,Ahmedabad,304.86
Curd / Yogurt,Monsoon,Hyderabad,62.98
Eggs,Summer,Jaipur,78.32
Chicken,Monsoon,Lucknow,230.35
Refined oil,Monsoon,Jaipur,131.84
Mustard oil,Monsoon,Kolkata,148.82
Vanaspati / Dalda,Winter,Bangalore,128.68
Coconut oil,Monsoon,Bangalore,242.38
Turmeric powder,Summer,Delhi,137.37
Red chili powder,Summer,Delhi,142.06
Cumin seeds,Monsoon,Ahmedabad,243.83
Coriander powder,Monsoon,Ahmedabad,157.3
Garam masala,Summer,Jaipur,244.09
Black salt,Monsoon,Kolkata,85.77
Chaat masala,Summer,Kolkata,107.23
Pepper powder,Monsoon,Kolkata,385.85
Mustard seeds,Monsoon,Mumbai,110.89
Bread,Monsoon,Delhi,43.49
Pav / Buns,Summer,Ahmedabad,32.49
Burger buns,Summer,Ahmedabad,42.99
Noodles,Summer,Pune,32.3
Idli / Dosa batter,Summer,Hyderabad,61.62
Tomato ketchup,Winter,Bangalore,88.53
Green chutney,Monsoon,Delhi,60.18
Tamarind chutney,Monsoon,Pune,58.94
Schezwan sauce,Monsoon,Jaipur,69.38
Mayonnaise,Winter,Pune,115.3
Vinegar,Monsoon,Hyderabad,58.17
Soya sauce,Winter,Jaipur,49.68
Tea leaves,Monsoon,Bangalore,195.43
Coffee powder,Summer,Kolkata,358.51
Sugar syrup,Monsoon,Delhi,58.08
Ice cubes,Summer,Jaipur,7.97
Lemon juice,Summer,Kolkata,39.36
"Flavoring syrups (rose, khus, etc.)",Monsoon,Hyderabad,157.72
Milk powder,Summer,Jaipur,450.63
"Dry fruits (cashew, almond, raisins)",Summer,Pune,719.37
"Essence (vanilla, rose, etc.)",Summer,Lucknow,376.48
Corn starch,Summer,Ahmedabad,69.42
Condensed milk,Monsoon,Kolkata,115.97
Salt,Winter,Delhi,11.53
Sugar,Winter,Pune,43.05
Rice,Monsoon,Mumbai,65.54
Wheat flour (Atta),Summer,Kolkata,41.28
Maida (Refined flour),Winter,Kolkata,38.62
Gram flour (Besan),Summer,Bangalore,106.77
Corn flour,Summer,Delhi,37.74
Potato,Summer,Chennai,27.01
Onion,Monsoon,Ahmedabad,64.4
Tomato,Monsoon,Bangalore,28.37
Cabbage,Summer,Mumbai,17.68
Capsicum,Monsoon,Bangalore,51.97
Carrot,Summer,Delhi,49.87
Green chili,Summer,Kolkata,63.89
Coriander leaves,Summer,Lucknow,15.0
Garlic,Monsoon,Mumbai,66.69
Ginger,Summer,Bangalore,56.71
Lemon,Winter,Jaipur,40.33
Milk,Winter,Mumbai,58.58
Paneer,Summer,Chennai,217.31
Butter,Winter,Mumbai,641.82
Ghee,Monsoon,Delhi,730.69
Cheese,Winter,Chennai,490.58
Curd / Yogurt,Winter,Jaipur,48.74
Eggs,Winter,Hyderabad,92.06
Chicken,Summer,Hyderabad,291.63
Refined oil,Winter,Bangalore,137.33
Mustard oil,Monsoon,Ahmedabad,137.36
Vanaspati / Dalda,Summer,Delhi,109.65
Coconut oil,Summer,Lucknow,173.69
Turmeric powder,Winter,Hyderabad,99.72
Red chili powder,Summer,Pune,175.33
Cumin seeds,Monsoon,Delhi,256.05
Coriander powder,Winter,Delhi,150.91
Garam masala,Winter,Lucknow,252.94
Black salt,Monsoon,Mumbai,90.92
Chaat masala,Monsoon,Delhi,115.01
Pepper powder,Monsoon,Ahmedabad,330.57
Mustard seeds,Winter,Lucknow,89.54
Bread,Summer,Chennai,33.44
Pav / Buns,Winter,Jaipur,39.25
Burger buns,Winter,Delhi,33.67
Noodles,Winter,Kolkata,35.64
Idli / Dosa batter,Summer,Delhi,73.88
Tomato ketchup,Monsoon,Ahmedabad,88.57
Green chutney,Winter,Mumbai,74.55
Tamarind chutney,Summer,Jaipur,67.2
Schezwan sauce,Winter,Hyderabad,96.19
Mayonnaise,Summer,Lucknow,88.67
Vinegar,Monsoon,Jaipur,60.79
Soya sauce,Summer,Ahmedabad,51.88
Tea leaves,Winter,Lucknow,202.3
Coffee powder,Summer,Kolkata,364.04
Sugar syrup,Winter,Ahmedabad,50.64
Ice cubes,Monsoon,Pune,6.66
Lemon juice,Summer,Mumbai,25.8
"Flavoring syrups (rose, khus, etc.)",Monsoon,Mumbai,165.04
Milk powder,Winter,Delhi,391.39
"Dry fruits (cashew, almond, raisins)",Summer,Pune,416.22
"Essence (vanilla, rose, etc.)",Winter,Hyderabad,237.65
Corn starch,Monsoon,Ahmedabad,98.02
Condensed milk,Monsoon,Delhi,103.68
Salt,Monsoon,Pune,10.81
Sugar,Monsoon,Pune,47.27
Rice,Monsoon,Mumbai,58.0
Wheat flour (Atta),Winter,Mumbai,35.33
Maida (Refined flour),Winter,Lucknow,38.84
Gram flour (Besan),Summer,Delhi,90.78
Corn flour,Summer,Hyderabad,49.02
Potato,Monsoon,Kolkata,32.32
Onion,Winter,Jaipur,44.42
Tomato,Summer,Bangalore,27.15
Cabbage,Winter,Chennai,16.61
Capsicum,Winter,Delhi,47.74
Carrot,Summer,Delhi,44.74
Green chili,Winter,Ahmedabad,40.53
Coriander leaves,Monsoon,Kolkata,11.43
Garlic,Summer,Pune,82.05
Ginger,Monsoon,Ahmedabad,83.87
Lemon,Summer,Bangalore,63.04
Milk,Monsoon,Delhi,66.72
Paneer,Summer,Jaipur,286.23
Butter,Monsoon,Pune,600.97
Ghee,Summer,Jaipur,486.78
Cheese,Monsoon,Kolkata,361.19
Curd / Yogurt,Summer,Lucknow,60.89
Eggs,Summer,Chennai,81.0
Chicken,Summer,Delhi,237.53
Refined oil,Winter,Jaipur,116.45
Mustard oil,Monsoon,Jaipur,144.51
Vanaspati / Dalda,Winter,Kolkata,136.87
Coconut oil,Winter,Lucknow,243.07
Turmeric powder,Winter,Delhi,192.69
Red chili powder,Winter,Mumbai,181.27
Cumin seeds,Winter,Jaipur,179.71
Coriander powder,Monsoon,Jaipur,108.07
Garam masala,Winter,Ahmedabad,248.0
Black salt,Winter,Kolkata,69.44
Chaat masala,Winter,Chennai,135.95
Pepper powder,Monsoon,Ahmedabad,312.43
Mustard seeds,Summer,Mumbai,86.48
Bread,Winter,Delhi,34.09
Pav / Buns,Summer,Hyderabad,20.97
Burger buns,Monsoon,Mumbai,24.29
Noodles,Winter,Jaipur,31.54
Idli / Dosa batter,Summer,Chennai,51.04
Tomato ketchup,Winter,Kolkata,81.65
Green chutney,Summer,Kolkata,74.78
Tamarind chutney,Winter,Chennai,94.91
Schezwan sauce,Monsoon,Lucknow,90.75
Mayonnaise,Winter,Jaipur,87.63
Vinegar,Winter,Jaipur,33.95
Soya sauce,Winter,Mumbai,60.64
Tea leaves,Monsoon,Bangalore,197.22
Coffee powder,Summer,Ahmedabad,397.35
Sugar syrup,Summer,Chennai,48.75
Ice cubes,Summer,Pune,9.39
Lemon juice,Summer,Pune,25.59
"Flavoring syrups (rose, khus, etc.)",Monsoon,Pune,169.37
Milk powder,Winter,Delhi,450.82
"Dry fruits (cashew, almond, raisins)",Monsoon,Bangalore,857.97
"Essence (vanilla, rose, etc.)",Winter,Bangalore,256.62
Corn starch,Monsoon,Pune,61.53
Condensed milk,Winter,Bangalore,113.73
Salt,Winter,Bangalore,12.28
Sugar,Winter,Ahmedabad,40.93
Rice,Monsoon,Kolkata,57.3
Wheat flour (Atta),Summer,Chennai,42.86
Maida (Refined flour),Summer,Pune,33.13
Gram flour (Besan),Summer,Delhi,81.86
Corn flour,Monsoon,Chennai,43.67
Potato,Monsoon,Hyderabad,29.68
Onion,Monsoon,Chennai,50.25
Tomato,Winter,Lucknow,45.28
Cabbage,Summer,Lucknow,16.66
Capsicum,Winter,Chennai,31.18
Carrot,Summer,Kolkata,51.06
Green chili,Monsoon,Chennai,61.67
Coriander leaves,Monsoon,Delhi,17.67
Garlic,Monsoon,Kolkata,68.2
Ginger,Winter,Ahmedabad,66.98
Lemon,Monsoon,Pune,53.51
Milk,Winter,Pune,58.17
Paneer,Summer,Ahmedabad,263.96
Butter,Winter,Jaipur,411.62
Ghee,Monsoon,Ahmedabad,681.44
Cheese,Winter,Ahmedabad,421.17
Curd / Yogurt,Winter,Ahmedabad,61.34
Eggs,Monsoon,Delhi,75.28
Chicken,Monsoon,Hyderabad,280.67
Refined oil,Winter,Delhi,115.25
Mustard oil,Summer,Ahmedabad,134.42
Vanaspati / Dalda,Monsoon,Bangalore,115.94
Coconut oil,Summer,Lucknow,215.78
Turmeric powder,Winter,Jaipur,124.32
Red chili powder,Monsoon,Lucknow,122.55
Cumin seeds,Summer,Jaipur,224.93
Coriander powder,Summer,Pune,130.78
Garam masala,Summer,Chennai,252.75
Black salt,Summer,Jaipur,104.98
Chaat masala,Summer,Ahmedabad,146.52
Pepper powder,Winter,Jaipur,440.66
Mustard seeds,Winter,Chennai,86.89
Bread,Winter,Pune,44.55
Pav / Buns,Winter,Delhi,24.45
Burger buns,Monsoon,Bangalore,33.17
Noodles,Monsoon,Jaipur,43.32
Idli / Dosa batter,Monsoon,Bangalore,69.67
Tomato ketchup,Winter,Jaipur,127.08
Green chutney,Winter,Pune,74.68
Tamarind chutney,Monsoon,Mumbai,79.49
Schezwan sauce,Winter,Pune,96.03
Mayonnaise,Winter,Mumbai,110.13
Vinegar,Summer,Hyderabad,46.41
Soya sauce,Summer,Delhi,61.03
Tea leaves,Monsoon,Mumbai,284.62
Coffee powder,Winter,Bangalore,444.39
Sugar syrup,Monsoon,Delhi,53.37
Ice cubes,Summer,Hyderabad,7.27
Lemon juice,Summer,Mumbai,24.62
"Flavoring syrups (rose, khus, etc.)",Summer,Delhi,165.32
Milk powder,Monsoon,Mumbai,458.21
"Dry fruits (cashew, almond, raisins)",Monsoon,Lucknow,593.57
"Essence (vanilla, rose, etc.)",Winter,Chennai,277.54
Corn starch,Summer,Lucknow,97.65
Condensed milk,Monsoon,Ahmedabad,107.71
Salt,Monsoon,Delhi,11.54
Sugar,Summer,Hyderabad,38.66
Rice,Monsoon,Lucknow,75.24
Wheat flour (Atta),Monsoon,Mumbai,40.38
Maida (Refined flour),Summer,Bangalore,43.16
Gram flour (Besan),Summer,Chennai,94.63
Corn flour,Summer,Delhi,50.16
Potato,Monsoon,Hyderabad,30.33
Onion,Summer,Jaipur,45.52
Tomato,Summer,Bangalore,59.2
Cabbage,Winter,Delhi,25.98
Capsicum,Winter,Pune,42.37
Carrot,Monsoon,Lucknow,32.13
Green chili,Summer,Lucknow,80.8
Coriander leaves,Monsoon,Hyderabad,11.65
Garlic,Summer,Kolkata,89.04
Ginger,Winter,Lucknow,108.1
Lemon,Summer,Ahmedabad,62.48
Milk,Summer,Ahmedabad,67.86
Paneer,Summer,Bangalore,282.73
Butter,Winter,Hyderabad,579.74
Ghee,Monsoon,Pune,529.12
Cheese,Summer,Kolkata,408.86
Curd / Yogurt,Monsoon,Chennai,47.46
Eggs,Monsoon,Kolkata,100.14
Chicken,Monsoon,Hyderabad,278.09
Refined oil,Summer,Ahmedabad,136.03
Mustard oil,Monsoon,Kolkata,145.73
Vanaspati / Dalda,Summer,Kolkata,135.32
Coconut oil,Monsoon,Ahmedabad,195.95
Turmeric powder,Summer,Delhi,202.63
Red chili powder,Monsoon,Pune,198.04
Cumin seeds,Summer,Jaipur,235.08
Coriander powder,Winter,Jaipur,169.26
Garam masala,Winter,Hyderabad,302.97
Black salt,Monsoon,Ahmedabad,86.56
Chaat masala,Winter,Jaipur,121.75
Pepper powder,Summer,Bangalore,349.51
Mustard seeds,Monsoon,Mumbai,94.4
Bread,Monsoon,Kolkata,46.01
Pav / Buns,Summer,Pune,23.58
Burger buns,Winter,Pune,38.35
Noodles,Monsoon,Bangalore,49.16
Idli / Dosa batter,Monsoon,Lucknow,85.01
Tomato ketchup,Winter,Chennai,97.58
Green chutney,Monsoon,Bangalore,65.51
Tamarind chutney,Summer,Mumbai,78.27
Schezwan sauce,Winter,Chennai,69.6
Mayonnaise,Summer,Jaipur,98.29
Vinegar,Summer,Jaipur,39.98
Soya sauce,Winter,Chennai,66.88
Tea leaves,Summer,Bangalore,380.06
Coffee powder,Monsoon,Lucknow,420.77
Sugar syrup,Winter,Jaipur,55.8
Ice cubes,Winter,Ahmedabad,7.37
Lemon juice,Summer,Mumbai,26.51
"Flavoring syrups (rose, khus, etc.)",Monsoon,Hyderabad,186.18
Milk powder,Winter,Hyderabad,422.2
"Dry fruits (cashew, almond, raisins)",Winter,Delhi,721.92
"Essence (vanilla, rose, etc.)",Summer,Delhi,352.76
Corn starch,Summer,Ahmedabad,70.28
Condensed milk,Winter,Pune,78.2
Salt,Summer,Lucknow,11.46
Sugar,Winter,Lucknow,41.41
Rice,Summer,Ahmedabad,61.93
Wheat flour (Atta),Summer,Jaipur,36.05
Maida (Refined flour),Winter,Bangalore,31.58
Gram flour (Besan),Winter,Bangalore,70.84
Corn flour,Monsoon,Chennai,51.44
Potato,Summer,Ahmedabad,24.92
Onion,Winter,Jaipur,32.03
Tomato,Winter,Lucknow,70.99
Cabbage,Winter,Bangalore,21.82
Capsicum,Monsoon,Jaipur,43.22
Carrot,Monsoon,Mumbai,41.09
Green chili,Monsoon,Ahmedabad,60.17
Coriander leaves,Monsoon,Pune,15.83
Garlic,Monsoon,Delhi,102.59
Ginger,Winter,Delhi,78.24
Lemon,Winter,Hyderabad,60.17
Milk,Winter,Delhi,68.03
Paneer,Monsoon,Pune,294.05
Butter,Winter,Mumbai,440.38
Ghee,Winter,Bangalore,549.02
Cheese,Monsoon,Delhi,336.58
Curd / Yogurt,Monsoon,Hyderabad,46.14
Eggs,Monsoon,Jaipur,87.86
Chicken,Winter,Jaipur,273.99
Refined oil,Summer,Ahmedabad,121.05
Mustard oil,Monsoon,Bangalore,149.51
Vanaspati / Dalda,Monsoon,Ahmedabad,123.41
Coconut oil,Summer,Lucknow,241.23
Turmeric powder,Winter,Kolkata,151.56
Red chili powder,Summer,Kolkata,223.89
Cumin seeds,Winter,Kolkata,164.41
Coriander powder,Summer,Mumbai,121.75
Garam masala,Summer,Chennai,233.85
Black salt,Winter,Jaipur,89.38
Chaat masala,Summer,Mumbai,135.25
Pepper powder,Monsoon,Hyderabad,347.35
Mustard seeds,Monsoon,Jaipur,131.37
Bread,Summer,Hyderabad,45.17
Pav / Buns,Winter,Jaipur,38.8
Burger buns,Summer,Bangalore,37.42
Noodles,Summer,Kolkata,30.02
Idli / Dosa batter,Summer,Chennai,60.02
Tomato ketchup,Winter,Kolkata,109.6
Green chutney,Monsoon,Bangalore,83.86
Tamarind chutney,Winter,Delhi,57.25
Schezwan sauce,Winter,Lucknow,68.26
Mayonnaise,Monsoon,Delhi,110.77
Vinegar,Monsoon,Delhi,39.06
Soya sauce,Summer,Jaipur,63.97
Tea leaves,Winter,Jaipur,317.49
Coffee powder,Summer,Chennai,393.0
Sugar syrup,Summer,Kolkata,46.7
Ice cubes,Summer,Chennai,7.76
Lemon juice,Summer,Delhi,36.01
"Flavoring syrups (rose, khus, etc.)",Monsoon,Jaipur,167.77
Milk powder,Summer,Delhi,407.91
"Dry fruits (cashew, almond, raisins)",Winter,Jaipur,533.29
"Essence (vanilla, rose, etc.)",Winter,Hyderabad,391.3
Corn starch,Monsoon,Chennai,96.06
Condensed milk,Monsoon,Delhi,89.39
Salt,Summer,Lucknow,9.59
Sugar,Summer,Chennai,35.2
Rice,Winter,Ahmedabad,44.97
Wheat flour (Atta),Monsoon,Mumbai,39.42
Maida (Refined flour),Monsoon,Jaipur,29.68
Gram flour (Besan),Summer,Kolkata,99.09
Corn flour,Winter,Jaipur,50.54
Potato,Summer,Lucknow,32.07
Onion,Winter,Hyderabad,49.25
Tomato,Winter,Hyderabad,55.85
Cabbage,Monsoon,Pune,19.62
Capsicum,Summer,Hyderabad,53.62
Carrot,Summer,Pune,43.45
Green chili,Winter,Delhi,54.32
Coriander leaves,Winter,Mumbai,21.44
Garlic,Monsoon,Mumbai,110.07
Ginger,Summer,Ahmedabad,58.26
Lemon,Summer,Mumbai,70.31
Milk,Summer,Bangalore,72.27
Paneer,Summer,Mumbai,240.14
Butter,Summer,Jaipur,432.61
Ghee,Summer,Delhi,491.08
Cheese,Monsoon,Ahmedabad,306.98
Curd / Yogurt,Monsoon,Lucknow,51.41
Eggs,Monsoon,Jaipur,89.08
Chicken,Summer,Bangalore,211.94
Refined oil,Monsoon,Chennai,138.98
Mustard oil,Winter,Lucknow,140.34
Vanaspati / Dalda,Monsoon,Delhi,92.38
Coconut oil,Summer,Chennai,224.69
Turmeric powder,Monsoon,Chennai,161.51
Red chili powder,Monsoon,Lucknow,143.92
Cumin seeds,Summer,Lucknow,160.54
Coriander powder,Monsoon,Hyderabad,127.09
Garam masala,Monsoon,Kolkata,275.07
Black salt,Monsoon,Jaipur,89.45
Chaat masala,Summer,Lucknow,159.9
Pepper powder,Monsoon,Chennai,370.8
Mustard seeds,Winter,Jaipur,117.93
Bread,Summer,Jaipur,36.45
Pav / Buns,Summer,Kolkata,22.38
Burger buns,Winter,Ahmedabad,40.78
Noodles,Winter,Kolkata,49.42
Idli / Dosa batter,Winter,Mumbai,69.0
Tomato ketchup,Summer,Bangalore,84.83
Green chutney,Summer,Hyderabad,74.26
Tamarind chutney,Winter,Mumbai,106.16
Schezwan sauce,Winter,Kolkata,78.67
Mayonnaise,Winter,Delhi,85.26
Vinegar,Monsoon,Bangalore,38.08
Soya sauce,Summer,Hyderabad,81.4
Tea leaves,Monsoon,Chennai,219.21
Coffee powder,Winter,Mumbai,364.29
Sugar syrup,Summer,Pune,38.68
Ice cubes,Winter,Jaipur,8.42
Lemon juice,Summer,Ahmedabad,42.77
"Flavoring syrups (rose, khus, etc.)",Summer,Chennai,109.51
Milk powder,Monsoon,Pune,495.0
"Dry fruits (cashew, almond, raisins)",Summer,Kolkata,484.57
"Essence (vanilla, rose, etc.)",Summer,Hyderabad,349.28
Corn starch,Winter,Bangalore,87.43
Condensed milk,Summer,Lucknow,101.04
Salt,Winter,Jaipur,11.29
Sugar,Monsoon,Pune,34.94
Rice,Monsoon,Kolkata,73.83
Wheat flour (Atta),Monsoon,Bangalore,31.2
Maida (Refined flour),Winter,Jaipur,36.18
Gram flour (Besan),Monsoon,Kolkata,71.11
Corn flour,Winter,Pune,64.27
Potato,Monsoon,Ahmedabad,23.5
Onion,Winter,Delhi,29.13
Tomato,Monsoon,Kolkata,58.23
Cabbage,Summer,Chennai,18.88
Capsicum,Winter,Kolkata,50.37
Carrot,Winter,Jaipur,43.68
Green chili,Monsoon,Mumbai,89.4
Coriander leaves,Summer,Chennai,12.19
Garlic,Monsoon,Pune,110.84
Ginger,Summer,Ahmedabad,52.7
Lemon,Monsoon,Kolkata,50.14
Milk,Summer,Mumbai,60.04
Paneer,Winter,Delhi,256.34
Butter,Summer,Hyderabad,504.88
Ghee,Summer,Bangalore,623.05
Cheese,Summer,Pune,339.14
Curd / Yogurt,Summer,Kolkata,52.68
Eggs,Winter,Mumbai,94.75
Chicken,Summer,Delhi,209.69
Refined oil,Monsoon,Mumbai,152.65
Mustard oil,Monsoon,Delhi,165.8
Vanaspati / Dalda,Summer,Ahmedabad,149.04
Coconut oil,Summer,Pune,246.17
Turmeric powder,Winter,Pune,151.57
Red chili powder,Summer,Jaipur,192.83
Cumin seeds,Monsoon,Delhi,160.91
Coriander powder,Monsoon,Lucknow,145.64
Garam masala,Winter,Kolkata,269.26
Black salt,Winter,Delhi,65.79
Chaat masala,Summer,Kolkata,146.36
Pepper powder,Monsoon,Hyderabad,374.14
Mustard seeds,Winter,Mumbai,86.08
Bread,Summer,Chennai,34.36
Pav / Buns,Summer,Pune,21.12
Burger buns,Summer,Lucknow,46.34
Noodles,Monsoon,Delhi,38.01
Idli / Dosa batter,Summer,Bangalore,88.17
Tomato ketchup,Winter,Lucknow,104.05
Green chutney,Winter,Ahmedabad,65.28
Tamarind chutney,Winter,Chennai,81.59
Schezwan sauce,Monsoon,Lucknow,108.19
Mayonnaise,Summer,Kolkata,91.46
Vinegar,Summer,Chennai,58.91
Soya sauce,Monsoon,Jaipur,83.58
Tea leaves,Summer,Mumbai,366.69
Coffee powder,Summer,Lucknow,385.73
Sugar syrup,Summer,Lucknow,64.2
Ice cubes,Summer,Bangalore,8.28
Lemon juice,Winter,Chennai,32.31
"Flavoring syrups (rose, khus, etc.)",Monsoon,Bangalore,163.2
Milk powder,Summer,Pune,466.41
"Dry fruits (cashew, almond, raisins)",Monsoon,Chennai,706.66
"Essence (vanilla, rose, etc.)",Summer,Kolkata,436.69
Corn starch,Summer,Hyderabad,89.69
Condensed milk,Winter,Chennai,116.26
Salt,Summer,Pune,13.66
Sugar,Summer,Delhi,46.46
Rice,Monsoon,Hyderabad,66.11
Wheat flour (Atta),Winter,Lucknow,43.39
Maida (Refined flour),Summer,Hyderabad,36.37
Gram flour (Besan),Summer,Jaipur,84.84
Corn flour,Monsoon,Lucknow,48.91
Potato,Winter,Bangalore,22.33
Onion,Monsoon,Chennai,65.76
Tomato,Monsoon,Chennai,51.03
Cabbage,Winter,Lucknow,31.36
Capsicum,Monsoon,Chennai,31.8
Carrot,Summer,Hyderabad,40.55
Green chili,Summer,Pune,49.52
Coriander leaves,Winter,Hyderabad,18.89
Garlic,Summer,Chennai,89.0
Ginger,Monsoon,Pune,46.71
Lemon,Summer,Jaipur,30.6
Milk,Monsoon,Mumbai,70.08
Paneer,Summer,Ahmedabad,253.48
Butter,Monsoon,Chennai,444.81
Ghee,Summer,Jaipur,643.58
Cheese,Winter,Hyderabad,451.91
Curd / Yogurt,Winter,Delhi,51.03
Eggs,Monsoon,Jaipur,78.33
Chicken,Winter,Pune,210.79
Refined oil,Winter,Delhi,145.39
Mustard oil,Monsoon,Kolkata,197.1
Vanaspati / Dalda,Monsoon,Pune,118.46
Coconut oil,Winter,Bangalore,196.63
Turmeric powder,Monsoon,Jaipur,159.16
Red chili powder,Monsoon,Hyderabad,133.57
Cumin seeds,Winter,Hyderabad,166.6
Coriander powder,Winter,Kolkata,162.91
Garam masala,Summer,Jaipur,286.52
Black salt,Monsoon,Mumbai,97.27
Chaat masala,Summer,Hyderabad,144.22
Pepper powder,Summer,Ahmedabad,377.06
Mustard seeds,Winter,Lucknow,102.7
Bread,Winter,Jaipur,41.75
Pav / Buns,Summer,Delhi,21.06
Burger buns,Winter,Kolkata,36.88
Noodles,Monsoon,Delhi,45.53
Idli / Dosa batter,Winter,Bangalore,80.48
Tomato ketchup,Summer,Delhi,104.23
Green chutney,Winter,Chennai,69.15
Tamarind chutney,Summer,Bangalore,96.58
Schezwan sauce,Winter,Lucknow,85.1
Mayonnaise,Summer,Kolkata,95.19
Vinegar,Winter,Chennai,51.47
Soya sauce,Summer,Chennai,51.81
Tea leaves,Monsoon,Jaipur,374.57
Coffee powder,Monsoon,Hyderabad,474.34
Sugar syrup,Monsoon,Kolkata,34.16
Ice cubes,Monsoon,Bangalore,9.96
Lemon juice,Winter,Mumbai,19.39
"Flavoring syrups (rose, khus, etc.)",Winter,Pune,176.42
Milk powder,Winter,Bangalore,339.24
"Dry fruits (cashew, almond, raisins)",Winter,Kolkata,775.98
"Essence (vanilla, rose, etc.)",Summer,Bangalore,316.44
Corn starch,Monsoon,Delhi,97.51
Condensed milk,Winter,Pune,96.55
Salt,Monsoon,Delhi,11.52
Sugar,Winter,Chennai,41.4
Rice,Summer,Lucknow,64.94
Wheat flour (Atta),Monsoon,Delhi,42.08
Maida (Refined flour),Monsoon,Mumbai,32.82
Gram flour (Besan),Summer,Lucknow,80.02
Corn flour,Summer,Hyderabad,45.26
Potato,Winter,Bangalore,24.68
Onion,Summer,Pune,63.82
Tomato,Winter,Jaipur,39.83
Cabbage,Summer,Bangalore,27.71
Capsicum,Winter,Lucknow,38.6
Carrot,Monsoon,Bangalore,53.8
Green chili,Summer,Ahmedabad,51.57
Coriander leaves,Summer,Bangalore,13.89
Garlic,Summer,Bangalore,73.45
Ginger,Summer,Hyderabad,61.03
Lemon,Winter,Mumbai,40.39
Milk,Winter,Chennai,59.43
Paneer,Monsoon,Delhi,267.62
Butter,Monsoon,Jaipur,509.5
Ghee,Winter,Kolkata,606.84
Cheese,Monsoon,Ahmedabad,385.26
Curd / Yogurt,Monsoon,Bangalore,51.61
Eggs,Winter,Hyderabad,83.97
Chicken,Winter,Pune,295.35
Refined oil,Summer,Hyderabad,147.02
Mustard oil,Monsoon,Bangalore,158.29
Vanaspati / Dalda,Summer,Hyderabad,143.82
Coconut oil,Winter,Jaipur,229.41
Turmeric powder,Winter,Delhi,127.91
Red chili powder,Summer,Chennai,169.45
Cumin seeds,Monsoon,Chennai,198.18
Coriander powder,Winter,Kolkata,117.16
Garam masala,Winter,Pune,251.87
Black salt,Summer,Delhi,80.91
Chaat masala,Winter,Delhi,157.31
Pepper powder,Summer,Hyderabad,424.92
Mustard seeds,Winter,Delhi,84.41
Bread,Winter,Pune,32.76
Pav / Buns,Summer,Hyderabad,41.32
Burger buns,Winter,Jaipur,31.12
Noodles,Summer,Bangalore,34.63
Idli / Dosa batter,Summer,Delhi,62.71
Tomato ketchup,Winter,Chennai,88.53
Green chutney,Summer,Chennai,84.68
Tamarind chutney,Winter,Pune,80.31
Schezwan sauce,Summer,Kolkata,86.91
Mayonnaise,Summer,Bangalore,130.84
Vinegar,Summer,Mumbai,34.19
Soya sauce,Summer,Hyderabad,62.12
Tea leaves,Winter,Pune,319.57
Coffee powder,Monsoon,Delhi,281.27
Sugar syrup,Winter,Pune,50.54
Ice cubes,Winter,Delhi,9.2
Lemon juice,Winter,Hyderabad,21.92
"Flavoring syrups (rose, khus, etc.)",Monsoon,Chennai,151.37
Milk powder,Monsoon,Chennai,413.08
"Dry fruits (cashew, almond, raisins)",Summer,Ahmedabad,849.94
"Essence (vanilla, rose, etc.)",Summer,Lucknow,352.8
Corn starch,Summer,Pune,76.24
Condensed milk,Winter,Lucknow,89.92
Salt,Summer,Bangalore,11.7
Sugar,Winter,Bangalore,45.73
Rice,Summer,Bangalore,47.36
Wheat flour (Atta),Summer,Pune,31.68
Maida (Refined flour),Winter,Jaipur,33.07
Gram flour (Besan),Monsoon,Bangalore,101.05
Corn flour,Summer,Kolkata,54.85
Potato,Monsoon,Delhi,24.46
Onion,Summer,Kolkata,76.16
Tomato,Summer,Lucknow,49.79
Cabbage,Summer,Kolkata,26.45
Capsicum,Summer,Hyderabad,54.55
Carrot,Summer,Hyderabad,30.01
Green chili,Summer,Ahmedabad,68.89
Coriander leaves,Winter,Ahmedabad,13.56
Garlic,Summer,Kolkata,93.67
Ginger,Monsoon,Mumbai,93.5
Lemon,Winter,Mumbai,44.52
Milk,Summer,Pune,60.51
Paneer,Summer,Kolkata,298.82
Butter,Winter,Hyderabad,518.61
Ghee,Winter,Jaipur,736.6
Cheese,Summer,Jaipur,429.44
Curd / Yogurt,Winter,Ahmedabad,46.71
Eggs,Winter,Delhi,72.26
Chicken,Monsoon,Pune,224.35
Refined oil,Winter,Bangalore,134.17
Mustard oil,Winter,Jaipur,124.6
Vanaspati / Dalda,Summer,Jaipur,126.51
Coconut oil,Monsoon,Hyderabad,166.55
Turmeric powder,Winter,Hyderabad,108.41
Red chili powder,Winter,Pune,147.78
Cumin seeds,Winter,Bangalore,225.99
Coriander powder,Monsoon,Chennai,135.34
Garam masala,Monsoon,Kolkata,229.96
Black salt,Winter,Ahmedabad,79.37
Chaat masala,Monsoon,Mumbai,109.2
Pepper powder,Summer,Hyderabad,426.06
Mustard seeds,Summer,Pune,94.89
Bread,Summer,Hyderabad,42.5
Pav / Buns,Winter,Jaipur,24.02
Burger buns,Summer,Ahmedabad,37.92
Noodles,Monsoon,Bangalore,28.37
Idli / Dosa batter,Monsoon,Delhi,49.31
Tomato ketchup,Summer,Pune,103.42
Green chutney,Monsoon,Kolkata,84.02
